Target,ZAMS_16,ZAMS_50,ZAMS_84,Ni_mass_16,Ni_mass_50,Ni_mass_84,Radius_16,Radius_50,Radius_84,Beta_16,Beta_50,Beta_84,Energy_16,Energy_50,Energy_84,Mrate_16,Mrate_50,Mrate_84,peakr,peakrhost,volumefac
ZTF19acbwejj,10.928930738895279,14.856147331425062,16.41987145746825,0.0668001789208104,0.10038341821297767,0.2175081536218634,3048.02241234727,7256.51973478716,11282.67956117685,2.0580076323783554,3.263203597666781,4.38256378625485,3.216027882467093,6.018154741760563,46.62906323196259,1.3066940317047095,2.4055451781460713,3.8499895176323875,-17.8,-17.8,63095734448.01917
ZTF23aackjhs,9.29332393224332,9.456762906065176,10.686792233713705,0.0013914203909939134,0.005495754385202503,0.011321913486119313,1991.4329396771225,2593.991248602718,4218.353363952794,0.7217966630397197,1.1555501236046295,1.9402637988318099,1.2200821525018977,1.300723337605504,1.6256236133886053,3.1285958379214853,3.655359391232595,4.270919299817268,-14.82,-15.0,44668359215.09635
ZTF21aaeqwov,9.803826127706056,10.397658708739968,12.091164364022319,0.03276621165427442,0.035027042537206274,0.04286510078977285,10701.335506354402,11967.046642674242,13086.170844205177,1.050113021273086,1.62108956100323,2.0811040086932735,5.799455074235978,7.318836048249469,10.749960965321705,3.4680499624451926,3.842985051283382,3.9837886974573826,-16.39,-16.39,63095734448.01917
ZTF19aanhhal,9.845043312651718,14.22310325234469,17.452480715475602,0.0371853538478418,0.11003878061606408,0.21817129773141647,9700.368387904467,11422.721163268616,13621.663332322301,0.7024708142507556,1.7525959042790837,4.313325022793775,6.3762470075734505,15.2670573024585,25.027772041257958,1.04703343301619,3.375817856662682,4.849553341900007,-17.23,-17.23,63095734448.01917
ZTF22aanrqje,9.103153690760386,9.408409412942945,10.45265652698201,0.012557531117107688,0.015999175847300602,0.024692640116962462,4781.858657984307,6237.36147333581,8196.462455091825,1.1603796909054018,2.0942016422216576,2.583363555583408,1.505975804188081,1.6920395748578811,3.254853157184345,2.4697684421166106,2.857533893073652,3.222820777874265,-14.27,-15.18,50582466200.31127
ZTF21aafkwtk,11.932221363602528,12.416459215778696,12.660535362882728,0.02979170991930326,0.032897552626221085,0.04184030590707661,5341.119509931723,7676.311361006848,8441.438167732143,3.117786575170765,3.5122278264946067,3.7458045277115177,6.98110651432092,7.383510892044378,7.559398174267515,2.339398068573533,2.6076835533540423,3.0158889965897404,-16.98,-16.98,63095734448.01917
ZTF24abmkros,9.409006464523232,10.817018274749305,11.491439548945925,0.0025289243653589403,0.0038513539297160555,0.022243292264421056,7370.4356532739075,9055.333112155071,12024.54260390191,2.4303855539273775,2.9809323656912796,3.6002052918765104,1.0080867484814033,1.0715248186823734,1.1766951405146457,3.3794867513831197,3.59955680153729,4.053977533094173,-14.87,,
ZTF22aaolwsd,11.091055185587221,11.7485953454721,12.717502789467648,0.10023997152639141,0.11486593544085218,0.12442088830385309,8624.407072013799,9751.284936742692,13114.414215376913,2.8455431744465227,3.3778802292746106,3.701922276402982,8.201516487785803,10.998846683433712,17.499279422032963,1.3639014868436385,1.502720747173919,2.432431328668062,-18.1,-18.1,63095734448.01917
ZTF24abtczty,10.33254000221892,10.705111046511078,11.228142297611988,0.002299205860885223,0.019661692635127122,0.034603891332440635,3182.7547631321586,3671.3133430302587,4291.378766619036,0.9677792698538606,1.1365302365411731,1.3348496100377476,1.0001994977246642,1.0345835023227867,1.4136393247282888,2.4056756007528284,2.7989808009510098,3.0170521258714325,-14.131803326809418,,
ZTF19abajxet,11.282575431448294,11.932151045912859,12.380423481952036,0.056380192227764456,0.06177613739798232,0.06492326697579603,2880.163279133382,5976.419824554322,9783.274271369197,1.8818653378438719,2.5165854636614764,3.6777003681598757,14.253074182806438,15.885794585708629,16.66238646711972,2.0177289755828087,3.9527805933599565,4.484434678793781,-17.77,-17.77,63095734448.01917
ZTF20acgrvkt,10.208015778410326,11.248031485750131,12.30899800507125,0.03690485404266003,0.04299755783878127,0.05329165906066155,5322.5844908619,9838.98378538625,10987.587320414315,2.6471511308935245,4.14307612282812,4.785034743811449,9.110617645877046,10.485475201528494,11.728000702197685,3.3112800143525747,3.6608524759168795,4.0580917142896356,,,
ZTF24aaplfjd,10.087752886083296,10.38618889642467,10.760186643296464,0.01999962740248566,0.02258654047613054,0.031149710931291538,4978.31422029138,7563.348689118617,10794.644293610594,1.3753530654174262,1.5572354066263743,1.8743111427393766,3.99322844397984,5.07976375313915,6.797918740037821,4.2736351815227085,4.45166245110846,4.601118668137157,-15.99,-16.0,63095734448.01917
ZTF20aamxuwl,10.671002420050751,11.420280969482736,12.565161411975783,0.0562429963370041,0.06186745726770333,0.07218282156837652,8601.374215516287,11057.596033899406,12257.950466825683,3.0031669265247602,3.965560788967752,4.661955318562323,22.332921732432883,22.75473641659371,25.180218199769502,2.751548991424937,3.036562744978601,3.133990151830038,,,
ZTF21aantsla,10.453719404454192,11.058368647521988,11.593208227191438,0.018358152815220977,0.02169548442400408,0.02494204935735688,6268.866708254821,8007.734775412474,10588.817140064972,1.8634063832577243,2.365734933386462,2.7291612048944587,3.3343678510642767,3.8807327205924276,6.367792354026651,2.907596175379724,3.5766747318581515,4.445678344132014,-16.44,-16.44,63095734448.01917
ZTF24aajxppf,10.637186976451638,10.964214995977647,12.504337661427662,0.035890172379032914,0.04074506786080936,0.05011740188956157,5911.806605342409,8523.790584996255,12416.705860952232,3.2507019867588003,3.9981526038399644,4.612828376730584,15.230267343368878,17.961577771723825,22.043561787910818,2.1978687622019657,2.7413439999110385,4.301184909031047,-18.01,-18.01,63095734448.01917
ZTF19acftfav,10.07153235428824,10.47345550057035,10.812482440395303,0.017470417115754863,0.023923822383456844,0.02978011549117681,6704.238928454325,10031.005198917617,12635.713455174435,2.082985791946796,3.816376154159146,4.547936817016823,3.9165351304488234,4.347670868132325,6.015985580735086,2.8455280405380714,3.3075187248735216,4.526426148375459,-16.51,-16.75,63095734448.01917
ZTF20actkmks,9.556503639062202,9.9783400892023,15.217748622746615,0.06887750544115556,0.08002355482725204,0.09588727922402887,7806.038699388928,11615.530097648041,12628.60410170471,0.6594594847419272,0.7495842222809764,1.936591182446916,10.201310024390176,12.810402218656964,17.110701682869042,2.998717585729175,3.0063333087915707,3.1718793581193365,-17.49,-17.61,63095734448.01917
ZTF20abekbzp,9.30575647830056,9.964270709555063,10.671192164966605,0.009192498470179071,0.010038032192810192,0.02107389218711185,10583.834016209836,12065.229301640247,13565.158274651563,3.865940191570965,4.397272941814804,4.588947052590752,13.623084908500749,15.135010566014753,16.76755319335957,3.2133501197131125,3.2527251498942875,3.2798200928686163,,,
ZTF21abnlhxs,13.484151767799434,14.426199605626973,16.07112295590415,0.04544022301300312,0.05752956859941825,0.15212207259650398,7493.437224300703,11688.791075447136,13101.731162110544,2.438806560966099,3.1209765824616342,3.810408545355515,8.621656860168022,10.563244718705498,15.727832984655809,1.2494404313325522,1.2949264069395916,3.1254678829288447,-17.85,-17.85,63095734448.01917
ZTF23aaphnyz,12.438213167363614,12.799414575372678,13.07755178498846,0.09970670810041152,0.10898720112362453,0.13357946780477753,5642.203719392492,11013.102191549486,12346.661756218551,3.003014829077349,4.3606441875856365,4.792614959234979,14.065942764757384,15.311985109885978,16.67508479411114,1.7002273835801955,2.2152737239960207,2.249654022503215,-18.07,-18.07,63095734448.01917
ZTF19actnwtn,11.599391063281873,12.046468110177111,12.555755799921833,0.08673409285564468,0.10719983215778306,0.12893021234475255,7009.888111196099,8896.214105253146,10760.958032692888,2.0706051725431935,3.224995281317363,4.3676192508077385,7.005688829949465,7.56497779557496,9.98075761088553,3.171421469661996,3.6031131528747697,4.019017112086119,-16.86,-17.59,63095734448.01917
ZTF18aadsuxd,9.918797029883795,12.029363411160512,12.64602411931413,0.02363764848265886,0.07987212873624472,0.12356550686757656,5555.670594896127,7674.96630909588,12113.385470286203,2.091059878987587,2.8131089014146986,4.470656178486348,33.68747074491711,43.28632646923406,49.04093140781329,1.632838517941664,3.4039299035933173,4.580877292169566,-18.86,-18.86,63095734448.01917
ZTF22aativsd,11.851684968037064,12.076215835486616,12.658949562521,0.07770966955343771,0.11804977366514809,0.13111501521770533,5433.769398242301,6406.424139627339,11257.515186224811,3.2150598389132745,4.667811098317454,4.98828406402286,14.645388145119448,20.404536378012313,20.936110334006305,1.8159638695795917,3.769934242464174,3.9995425957549076,-18.15,-18.15,63095734448.01917
ZTF23aaqknaw,13.125415759360365,13.687761368202393,14.593833471629456,0.0966492612801961,0.10493202282838505,0.15356052418731445,2237.7780564052377,5496.282641963024,9078.495261430842,1.705424913297259,2.750283016501004,3.348689164518754,8.400276678103637,9.097646016667332,30.0,2.4743247762017244,3.424091331012908,3.823716732803746,-16.64,-17.43,63095734448.01917
ZTF24aabsmvc,10.806615512955528,11.315144715359146,12.547247666183686,0.028043404085413656,0.029979951814801696,0.06099399147792946,5009.317446347366,6159.945327021298,7833.393835925302,2.2929281239973136,3.4225361176301186,3.835770601554026,2.7319175346257194,3.157371101175366,5.8550302558825535,2.687273593181043,3.0039447849485654,3.4996419398912906,-16.15,-16.15,63095734448.01917
ZTF22abvaetz,9.764098081076279,10.206032567864021,11.082193817488497,0.01561066291950624,0.024662471712125822,0.06465517111081685,4785.965606241178,5876.140122412748,8242.116472596788,2.4126152213475076,3.000984393358904,3.2011230337658922,1.6011859683381595,1.6544665738612594,3.7514241976356306,2.86739623556922,3.0735284682794863,3.603783405584871,-15.44,-15.44,60534087475.39111
ZTF22ablnrcv,9.101643955176549,9.275282866036184,10.461424536927138,0.009642165307098886,0.010000057867532787,0.01100892852341164,1491.8498274365518,1638.5714203735963,1867.7771263167233,0.5530031270622867,0.9126685775027092,1.1627849002232709,4.004847883090441,4.420413272827799,4.999694102884806,1.3201787546639363,1.3756042174908212,1.4149601258284639,-16.6,-17.15,63095734448.01917
ZTF21aardvtn,10.050075582677895,10.21545734409201,10.515487353312308,0.04593876331126316,0.0480693317659804,0.05876708756587002,9915.49385174282,11262.348775509732,12334.737127208447,1.1447675183585941,1.5452294944245413,1.8788180400379972,7.1296322223903,7.586591841613654,7.906058953134957,3.627344618880313,4.158762193258506,4.611668778807108,-16.42,-16.42,63095734448.01917
ZTF22aauurbv,9.973283611057173,10.366273955179208,10.692526374633607,0.04856877065945279,0.05323192446928291,0.06562007594946917,7720.85646913506,10680.484148649151,11725.028648015095,0.5936736887299565,1.0257299440944236,1.51893584039458,12.814478073296353,16.545492129511363,19.33545761251625,3.0063295798852785,3.3888986627255284,4.055915969361218,-17.73,-17.73,63095734448.01917
ZTF19aazyvub,11.10273838992854,11.609373241268187,12.124692274060708,0.038528839177943607,0.04064391165438254,0.04497051810805299,5620.85950939336,6483.429105523297,7644.788412042721,1.9444194416410243,2.0072394252681707,2.2539919672253315,9.60583745649452,10.563179121283408,11.37484941045376,3.4975924030698264,3.519200435547734,3.6286818355847617,-17.13,-17.13,63095734448.01917
ZTF24aaejecr,10.2687552613223,10.540325109948787,11.922771013477142,0.008792126429887916,0.012631587896347175,0.0308054674387657,8137.27542163916,10652.297992755415,11569.664918145518,1.1053682660350568,2.4540438296430174,3.1926161236165527,2.4427985031785355,4.271893722235688,5.830128714961624,2.9168906149096125,3.1291835638387226,3.60502575945783,-16.02,,
ZTF22aakdqqg,11.005278227006148,11.952850976265209,12.532323080389045,0.030703914465925294,0.03464090175091938,0.037585132584315395,6071.531974183122,8298.230242627213,9333.954589662568,1.0161005820700326,1.6971845409029176,2.379145016415328,12.309637984355001,12.38660991923905,16.089407313539066,3.4236333805488917,3.6954054856143976,4.3527727980162085,-17.82,-17.94,63095734448.01917
ZTF22aarycqo,11.505021554162573,13.175242663986667,15.133511895601153,0.16990883571723386,0.18747691695578958,0.2479190692500472,4086.602452805758,7659.951769231048,9824.3924217372,3.2764175307376595,4.595354277437348,4.90602668003622,37.88084254583886,44.26653984363649,47.41836923932364,1.739936646984954,2.0509512374417764,2.9336706624025277,-18.21,-19.3,63095734448.01917
ZTF23abascqa,9.384457018928101,10.279731942608745,11.426440635924779,0.0390594480027473,0.041185768108368805,0.048369015857964964,5727.370139347034,9810.808323810319,12983.443802121676,1.5270573939612586,2.062325133087406,3.777340449215967,24.109914727794735,27.406482635992358,27.784850172576924,3.8000750327683206,4.360820587040477,4.623414978434159,-17.96,-17.96,63095734448.01917
ZTF23aasrcyv,10.680124833411465,10.995430157239415,12.983222534808236,0.04117044997957344,0.05586504905665243,0.07011606578617131,2768.4926233996107,3703.7310294377216,4994.647445532385,1.9342732660981108,4.610454446376587,4.89280203548769,4.762417787298693,5.721746901983236,6.396072400877058,1.7385576215880894,2.2876326221761856,3.524307606042579,-16.78,-16.78,63095734448.01917
ZTF23aailjjs,11.428281822486587,11.812926593864901,12.35014582402593,0.05377763999612203,0.05480533693917395,0.05644433041921264,3561.458172691099,5565.8372681095225,7644.765722854905,0.820036924365279,3.2525865765565256,4.360992999347173,17.35984107283351,17.69086448689462,20.797484661363775,3.915643247834361,4.1247035306910105,4.7109660026037155,-17.91,-17.91,63095734448.01917
ZTF21aabygea,11.854929262461887,12.49534890889258,14.533584769875143,0.044546193821356814,0.05121615577234309,0.060902479813325056,6899.831346062796,10327.614491687806,11122.754363793307,2.702886139210397,3.9655746069318063,4.760145724586822,4.41714195666663,7.4041150613995095,7.567471116876748,2.36705571099406,2.5155396316986827,3.40330610403042,-17.28,-17.28,63095734448.01917
ZTF20acvjagm,12.326228092464516,12.725371760983139,13.046640720452345,0.0012811833232141768,0.011452909039901187,0.03595324926658729,8931.742531913094,11044.204827096193,12598.636873680061,2.7047170626778865,3.8640923963421314,4.2106107680565295,4.649402687354096,5.8711032735651525,8.362871379659085,2.4313412182322116,2.5396221618867267,2.760300926508092,-17.16,-17.16,63095734448.01917
ZTF19actnyae,9.465093074678029,10.503244917754815,11.441333571859186,0.02024200564561202,0.025134404609608973,0.033476911028716694,8117.960159108736,9554.031775583844,11385.371466866301,1.0735615050591016,2.200846961147393,2.77123302737046,7.447676087845146,9.783361951367759,13.513611681963809,3.7440359620848187,3.965624577655728,4.18547709010414,-16.88,-16.88,63095734448.01917
ZTF21ablvzhp,9.57738614592812,10.093450772122331,10.940101098065211,0.19521330044256607,0.22090306199442492,0.2339221822829983,2874.3700452259604,2874.8246483993903,4082.93226130249,3.7688548780528395,3.9453549180376584,4.086472112446206,24.080962421041598,24.680712016638452,25.624798802674064,1.9997479622255145,2.0109074051146134,2.557125859476887,-18.12,-18.12,63095734448.01917
ZTF21aavhnpk,9.061599054650477,9.591649482178193,11.750416551732279,0.010100832346854166,0.01848736243882565,0.019975498351998678,2125.80014115243,2419.9510572739073,2510.2511182147,0.6823094857778933,1.5096746533331813,1.8577864316393227,4.007006971399879,4.646136028454014,4.95296635084256,1.3204330511264013,1.376216291599147,1.432213272087716,-17.33,-17.33,63095734448.01917
ZTF22aaudjgc,10.307763794748029,10.445001001532338,11.725432975232973,0.089696693928485,0.11089846169924988,0.12132349244451063,3832.93563086437,5512.263432877247,8131.413475506689,0.8798571474509826,2.0899402533717026,3.6142565444371484,10.654678273356046,11.669363653140064,14.907174903054605,2.400921715759676,3.0044358584072053,4.012004822732309,-17.97,-18.09,63095734448.01917
ZTF22abfxkdm,10.22983804428413,10.61584137473258,11.086247884144186,0.019929602116266328,0.023699708681963434,0.028539657552668643,6986.588941461095,10240.918364965491,12053.846192666455,2.878376779765905,3.881191577812555,4.8045225966388765,4.1672836436682426,4.358427450824107,5.820174267081723,2.9714079980837003,3.2611463095403113,3.6573437005066856,-16.57,-16.57,63095734448.01917
ZTF22aavbfhz,10.145203871883709,10.636120701727991,12.302734921989542,0.01312706035917979,0.01797575355000693,0.02443399202259944,10337.727638823828,11786.687649972351,13173.783632019418,1.6583323598339108,2.956520801222343,4.031643637571706,4.246414000621634,5.433852703157468,6.322658272748354,2.685242583845983,2.749306491301643,3.1226647875321545,-16.6,-16.6,63095734448.01917
ZTF22aakdbia,9.75006605708722,9.919531022641678,10.04853053734031,0.0010139840410901145,0.015950696834180742,0.056329375277259494,7083.87048857372,10511.245072958985,12297.058411172184,1.4888871099752037,1.6224234961224735,2.023871115158189,1.303255744352035,1.403363257383573,1.496523124276048,3.319127128592764,3.5342087887612337,3.6923582196982636,-14.42,-15.09,47533522594.28068
ZTF22aazmrpx,10.57075315800141,10.938192336757574,11.579810428216275,0.0010054751418919904,0.0014918648805873522,0.021828984956542966,8321.855832309597,10753.543153294078,12306.825674526546,0.5673707449628078,0.7176545153739534,1.3164643942272134,1.9998496923576252,2.000265331556545,2.326013049122306,4.0044136854209205,4.366279601161358,4.526144714434393,-15.2,-15.2,51286138399.13659
ZTF20acfkzcg,10.778171159407107,11.40339899375435,12.31415171893529,0.06992327933346498,0.07037866123367377,0.07225825571545937,6951.60894259712,7783.6832058560985,8137.435220275097,1.0501250659720003,1.7443936886019973,2.0456554959693047,8.04553530332158,9.72927555771846,10.71014296525895,3.275183085909321,3.858550129965073,4.123662836046602,-16.81,-16.81,63095734448.01917
ZTF21abrluay,11.373569887308602,12.920387193267558,14.11786955038975,0.04068386382601146,0.04875679170315382,0.06212220024789906,4547.995974558817,6650.896297986137,8829.793413846843,1.687556952357544,2.091915785085683,3.6433022230992664,7.022009299358004,7.393878820817874,10.572205013768855,2.5511422340824894,3.002691718632387,3.4135342479523785,-17.01,-17.01,63095734448.01917
ZTF19acytcsg,14.097900647384929,15.040543449152121,15.385930970152167,0.11299457534075033,0.12602399651602178,0.13268341586066593,5536.935579476833,7272.868801223393,8687.45282299336,1.841634686644151,2.467533011962849,3.5,9.510524804674441,10.143571632496652,11.77831122109781,3.718416536236216,4.046255162377439,4.48584136339512,-17.6,-17.6,63095734448.01917
ZTF19abwztsb,10.236155456707356,10.717564137254293,11.760686767003122,0.023625227770029275,0.025613074411604105,0.04325551543010566,5879.840977319259,9018.61052683329,10040.6527572289,1.7469134943581865,1.9108941603600211,2.327487476618182,3.474660891409485,3.6696866964721995,4.210788936656673,2.5009971863668774,2.748166502453886,3.1846162265648132,-16.23,-16.23,63095734448.01917
ZTF22aaywnyg,9.77078121542964,10.85705778373684,11.557622091890051,0.01603845875256125,0.022524279963754678,0.023977745279317328,4512.460408243589,6589.5342747075965,8585.603988971687,1.6514505762044234,3.4083909045793206,3.918743912165982,1.3285525861772969,2.213899680014059,7.734309602618862,2.9329272840213387,3.3199179134416648,3.967091358144586,-15.42,-15.42,59703528658.38366
ZTF19abbnamr,12.905637925800306,14.156161044225133,14.370129590288556,0.07292255202714833,0.07378089308370456,0.09518462390353667,8183.8157755378525,10878.580909860837,12888.885303304673,0.5916914106554102,0.7338830126298294,2.197840966119125,10.079223421191186,10.747069132884006,11.544912815066525,3.7416730077798683,4.4806903333090915,4.6099732541428615,-17.4,-17.4,63095734448.01917
ZTF23abbsxzs,9.363307867348475,9.838735641256513,12.116297482846628,0.05046512072020463,0.05274482467624892,0.056124203691257764,3059.672718361995,6954.687616727156,9386.13158048664,2.5807178053916715,2.8560299010168135,3.313266075733289,7.52194757586199,7.703657670511503,11.709586373095853,2.6819588085627557,3.017089484742229,3.4225340560180144,-17.07,-18.34,63095734448.01917
ZTF22abzqwmp,11.243716593656485,11.946877169073609,12.363757136688745,0.009217436797158278,0.010722672774011023,0.029143904508358687,8681.384746516933,10297.78177660737,12430.36165847177,1.2986994955932036,2.1284293582214246,3.2186318787553674,4.229320422895627,5.6040973086128725,6.508624620667229,3.433067799300961,3.8870294869061133,4.244707588108431,-16.84,-16.84,63095734448.01917
ZTF20acitoie,10.563418925350975,10.74170848318249,12.50678960919467,0.04685953434087676,0.06023677043471024,0.06414816519262544,5453.506624551557,7481.430567625786,8203.59893374005,1.9591233691969587,2.8409525060513556,3.7551610674359512,7.46739031469039,7.714518327721671,10.954039370672493,3.157964484633098,3.58771854676257,3.761010530298056,-16.9,-16.9,63095734448.01917
ZTF19aapafit,13.815572077843186,14.949855652955339,15.953465480013397,0.05332329489300627,0.06130581700767538,0.07869306758857064,7648.98468729175,10248.525071858996,11124.553323419128,2.8599514924944063,3.0438232212566323,3.8762742500126306,5.206530656194455,6.8151467178149465,7.354621978930685,2.384572692898615,2.582879063911267,3.1134186337147556,-17.05,-17.05,63095734448.01917
ZTF20acbjgoa,9.879427614707664,10.479754779580208,11.152310802903528,0.022504703142772173,0.027108324161229564,0.038114433120032064,5070.083802703605,6726.643197407035,8216.430462029863,2.407281869714764,3.1005716483372736,4.1076643442642595,2.7099702342259917,3.1735295084690893,12.657239207933818,2.670320414500796,3.146124720059162,3.700578002739459,-16.07,-16.07,63095734448.01917
ZTF21abvcxel,9.302402043005667,9.56083152134681,10.438234226939032,0.001046770132702196,0.006952702958180769,0.0370708543583966,7212.713473440543,8869.785693542828,12066.882039185815,0.5660243884904348,0.9370083273400795,3.062773481179523,5.184526442522557,6.484693614896611,7.732724549873604,2.9145002375092366,3.1721848070346583,3.6715700058199343,-16.36,-16.36,63095734448.01917
ZTF20aapchqy,9.788267748358724,9.895446620543067,9.947572908487274,0.0010082455565469084,0.0013868883043119862,0.0038411645742280954,2986.210726174386,4805.266282498497,9730.48555552104,1.451304918574028,1.7687616143308853,2.8873529385997534,1.0056682711793055,1.0372763057286987,1.0995875232636847,3.198059643500745,3.4057982262878994,3.8460913895066704,-14.23,-14.23,26242185433.844444
ZTF18aaszvfn,11.333262414456788,12.270489430682618,12.58224986450314,0.01979864805875264,0.020158128080763976,0.029899705865889657,8624.407072013799,11058.326716977394,12298.789696548225,3.160245946080258,3.9413627521525645,4.081703989654387,3.2511551051671024,5.0586870196161025,6.51934694761106,2.688595644603546,2.9080077537381155,2.9890608967254004,-16.77,-16.77,63095734448.01917
ZTF20acuhren,9.528107935660582,10.27609747324263,11.47704425109512,0.011704783655195077,0.013444586068275649,0.034776255863526846,3357.7893703903515,5597.315169632554,7954.00569129396,1.2022790774910468,3.5562967815969344,4.386342645063292,1.2252146163493014,1.3049067713212343,29.910340138408696,2.932800199443745,3.818609607321391,4.280361994029626,-15.33,-15.33,56104797603.24689
ZTF19aakiyfn,10.437685121443508,11.538369233500044,12.473544270228343,0.056134806759120186,0.06295210288180243,0.07233858655710759,7047.587368467305,7954.049174732689,9016.586972764859,2.0674794924651088,2.9869499595820965,3.867289311270476,7.7056372855080575,8.232450928529213,11.29242882524894,2.6523071241502008,3.1268751587534998,3.626670548592754,,,
ZTF23abnogui,10.278662740219557,10.753578630284757,12.32340442989195,0.013191600094793143,0.014172132748851356,0.023628856466744803,3554.4469781387543,4818.923324176848,6495.29672749192,2.5732222537759637,3.2321932488745113,3.684244982628474,2.0204573914339714,2.291061973150211,5.414718077466745,2.9446961554764046,3.1695688008480434,3.6949104537988613,-15.58,-15.58,63095734448.01917
ZTF22abyivoq,10.715584587648616,10.971846844559458,11.21172658006963,0.009191853690761663,0.010385823831377544,0.039563252899879484,4599.433327329106,7537.389917113036,10676.479396363653,1.8522176275572393,2.583358931091973,3.4498026752346553,2.503585552517368,2.634754649691883,3.293709469576949,2.732637327600987,2.927073986413523,3.1706921393430374,-15.81,-15.83,63095734448.01917
ZTF18aaikcbb,10.120378814434194,10.556292796276505,12.436244387804772,0.09907955822324109,0.11048394467139977,0.12459733640142522,4900.228358685532,7459.613710906076,9484.405914927915,3.1531215394694305,3.9848836296620607,4.342541348768082,6.999645277246445,7.364386854931042,7.49726069809363,2.934350446039212,3.275766177532357,3.5125676318828085,,,
ZTF22abhsxph,11.32963792396028,12.201340410852056,13.150114154505518,0.02699366883860128,0.03940577520741303,0.04733268455344174,7074.028059661271,10561.872314733275,11970.912156140741,1.9174266271019547,4.085539151807279,4.855048816736245,4.253605528124044,6.925798762053214,7.2503817447885295,2.2625560241050784,3.0089194758419717,3.1611366836677135,-17.01,-17.01,63095734448.01917
ZTF20aazpphd,10.01053857397395,11.130958468696752,12.168004940292656,0.07309234989544036,0.07837193122416387,0.0824602099806147,7697.468060931512,10142.380748824513,11582.152723690293,3.699987927166894,4.7683715279462096,4.924708989375582,17.6968157443983,18.51012676582528,20.900524622845207,3.008054567615437,3.450891128165987,3.588451279761841,,,
